indice_tiempo,region_de_destino,origen_visitantes,visitas,observaciones
2020-12-01,litoral,total,7017,Emergencia sanitaria
2020-12-01,norte,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-12-01,norte,residentes,412,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-12-01,norte,total,412,Emergencia sanitaria
2020-12-01,patagonia,no residentes,304,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-12-01,patagonia,residentes,29665,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-12-01,patagonia,total,29969,Emergencia sanitaria
2021-01-01,buenos aires,no residentes,4,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-01-01,buenos aires,residentes,1022,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-01-01,buenos aires,total,1026,Emergencia sanitaria
2021-01-01,cordoba,no residentes,9,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-01-01,cordoba,residentes,589,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-01-01,cordoba,total,598,Emergencia sanitaria
2021-01-01,cuyo,no residentes,3,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-01-01,cuyo,residentes,1104,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-01-01,cuyo,total,1107,Emergencia sanitaria
2021-01-01,litoral,no residentes,161,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-01-01,litoral,residentes,34570,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-01-01,litoral,total,34731,Emergencia sanitaria
2021-01-01,norte,no residentes,17,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-01-01,norte,residentes,4351,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-01-01,norte,total,4368,Emergencia sanitaria
2021-01-01,patagonia,no residentes,211,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-01-01,patagonia,residentes,161922,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-01-01,patagonia,total,162133,Emergencia sanitaria
2021-02-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-02-01,buenos aires,residentes,1258,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-02-01,buenos aires,total,1258,Emergencia sanitaria
2021-02-01,cordoba,no residentes,11,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-02-01,cordoba,residentes,1157,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-02-01,cordoba,total,1168,Emergencia sanitaria
2021-02-01,cuyo,no residentes,15,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-02-01,cuyo,residentes,3024,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-02-01,cuyo,total,3039,Emergencia sanitaria
2021-02-01,litoral,no residentes,17,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-02-01,litoral,residentes,54180,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-02-01,litoral,total,54197,Emergencia sanitaria
2021-02-01,norte,no residentes,55,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-02-01,norte,residentes,5484,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-02-01,norte,total,5539,Emergencia sanitaria
2021-02-01,patagonia,no residentes,189,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-02-01,patagonia,residentes,160988,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-02-01,patagonia,total,161177,Emergencia sanitaria
2021-03-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-03-01,buenos aires,residentes,888,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-03-01,buenos aires,total,888,Emergencia sanitaria
2021-03-01,cordoba,no residentes,5,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-03-01,cordoba,residentes,1136,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-03-01,cordoba,total,1141,Emergencia sanitaria
2021-03-01,cuyo,no residentes,5,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-03-01,cuyo,residentes,1658,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-03-01,cuyo,total,1663,Emergencia sanitaria
2021-03-01,litoral,no residentes,135,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-03-01,litoral,residentes,33171,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-03-01,litoral,total,33306,Emergencia sanitaria
2021-03-01,norte,no residentes,28,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-03-01,norte,residentes,5830,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-03-01,norte,total,5858,Emergencia sanitaria
2021-03-01,patagonia,no residentes,206,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-03-01,patagonia,residentes,123075,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2021-03-01,patagonia,total,123281,Emergencia sanitaria
2021-04-01,buenos aires,no residentes,2,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-04-01,buenos aires,residentes,747,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-04-01,buenos aires,total,749,Emergencia sanitaria
2021-04-01,cordoba,no residentes,13,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-04-01,cordoba,residentes,1378,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-04-01,cordoba,total,1391,Emergencia sanitaria
2021-04-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-04-01,cuyo,residentes,1630,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-04-01,cuyo,total,1630,Emergencia sanitaria
2021-04-01,litoral,no residentes,129,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-04-01,litoral,residentes,30266,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-04-01,litoral,total,30395,Emergencia sanitaria
2021-04-01,norte,no residentes,156,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-04-01,norte,residentes,9119,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-04-01,norte,total,9275,Emergencia sanitaria
2021-04-01,patagonia,no residentes,128,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-04-01,patagonia,residentes,60110,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-04-01,patagonia,total,60238,Emergencia sanitaria
2021-05-01,buenos aires,no residentes,1,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-05-01,buenos aires,residentes,733,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-05-01,buenos aires,total,734,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados a la visita del 22 al 30 de mayo.
2021-05-01,cordoba,no residentes,12,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-05-01,cordoba,residentes,852,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-05-01,cordoba,total,864,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados a la visita del 22 al 30 de mayo.
2021-05-01,cuyo,no residentes,2,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-05-01,cuyo,residentes,705,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-05-01,cuyo,total,707,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados a la visita del 22 al 30 de mayo.
2021-05-01,litoral,no residentes,79,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-05-01,litoral,residentes,10153,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-05-01,litoral,total,10232,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados a la visita del 22 al 30 de mayo.
2021-05-01,norte,no residentes,25,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-05-01,norte,residentes,2970,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-05-01,norte,total,2995,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados a la visita del 22 al 30 de mayo.
2021-05-01,patagonia,no residentes,28,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-05-01,patagonia,residentes,15980,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-05-01,patagonia,total,16008,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados a la visita del 22 al 30 de mayo.
2021-06-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-06-01,buenos aires,residentes,641,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-06-01,buenos aires,total,641,Emergencia sanitaria
2021-06-01,cordoba,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-06-01,cordoba,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-06-01,cordoba,total,0,Emergencia sanitaria
2021-06-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-06-01,cuyo,residentes,319,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-06-01,cuyo,total,319,Emergencia sanitaria
2021-06-01,litoral,no residentes,54,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-06-01,litoral,residentes,6420,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-06-01,litoral,total,6474,Emergencia sanitaria
2021-06-01,norte,no residentes,22,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-06-01,norte,residentes,2040,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-06-01,norte,total,2062,Emergencia sanitaria
2021-06-01,patagonia,no residentes,25,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-06-01,patagonia,residentes,10537,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-06-01,patagonia,total,10562,Emergencia sanitaria
2021-07-01,buenos aires,no residentes,1,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-07-01,buenos aires,residentes,1812,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-07-01,buenos aires,total,1813,Emergencia sanitaria
2021-07-01,cordoba,no residentes,14,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-07-01,cordoba,residentes,1358,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-07-01,cordoba,total,1372,Emergencia sanitaria
2021-07-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-07-01,cuyo,residentes,3162,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-07-01,cuyo,total,3162,Emergencia sanitaria
2021-07-01,litoral,no residentes,124,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-07-01,litoral,residentes,65284,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-07-01,litoral,total,65408,Emergencia sanitaria
2021-07-01,norte,no residentes,96,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-07-01,norte,residentes,16008,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-07-01,norte,total,16104,Emergencia sanitaria
2021-07-01,patagonia,no residentes,86,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-07-01,patagonia,residentes,55438,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-07-01,patagonia,total,55524,Emergencia sanitaria
2021-08-01,buenos aires,no residentes,4,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-08-01,buenos aires,residentes,1405,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-08-01,buenos aires,total,1409,Emergencia sanitaria
2021-08-01,cordoba,no residentes,3,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-08-01,cordoba,residentes,1195,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-08-01,cordoba,total,1198,Emergencia sanitaria
2021-08-01,cuyo,no residentes,4,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-08-01,cuyo,residentes,1087,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-08-01,cuyo,total,1091,Emergencia sanitaria
2021-08-01,litoral,no residentes,142,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-08-01,litoral,residentes,60500,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-08-01,litoral,total,60642,Emergencia sanitaria
2021-08-01,norte,no residentes,136,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-08-01,norte,residentes,14254,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-08-01,norte,total,14390,Emergencia sanitaria
2021-08-01,patagonia,no residentes,92,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-08-01,patagonia,residentes,58865,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-08-01,patagonia,total,58957,Emergencia sanitaria
2021-09-01,buenos aires,no residentes,2,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-09-01,buenos aires,residentes,1077,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-09-01,buenos aires,total,1079,Emergencia sanitaria
2021-09-01,cordoba,no residentes,9,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-09-01,cordoba,residentes,1377,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-09-01,cordoba,total,1386,Emergencia sanitaria
2021-09-01,cuyo,no residentes,1,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-09-01,cuyo,residentes,1215,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-09-01,cuyo,total,1216,Emergencia sanitaria
2021-09-01,litoral,no residentes,142,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-09-01,litoral,residentes,71173,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-09-01,litoral,total,71315,Emergencia sanitaria
2021-09-01,norte,no residentes,5,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-09-01,norte,residentes,9669,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-09-01,norte,total,9674,Emergencia sanitaria
2021-09-01,patagonia,no residentes,76,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-09-01,patagonia,residentes,90067,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-09-01,patagonia,total,90143,Emergencia sanitaria
2021-10-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-10-01,buenos aires,residentes,2008,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-10-01,buenos aires,total,2008,Emergencia sanitaria
2021-10-01,cordoba,no residentes,17,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-10-01,cordoba,residentes,2076,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-10-01,cordoba,total,2093,Emergencia sanitaria
2021-10-01,cuyo,no residentes,4,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-10-01,cuyo,residentes,2298,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-10-01,cuyo,total,2302,Emergencia sanitaria
2021-10-01,litoral,no residentes,1466,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-10-01,litoral,residentes,111278,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-10-01,litoral,total,112744,Emergencia sanitaria
2021-10-01,norte,no residentes,11,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-10-01,norte,residentes,24718,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-10-01,norte,total,24729,Emergencia sanitaria
2021-10-01,patagonia,no residentes,332,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-10-01,patagonia,residentes,127972,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-10-01,patagonia,total,128304,Emergencia sanitaria
2021-11-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-11-01,buenos aires,residentes,1179,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-11-01,buenos aires,total,1179,Emergencia sanitaria
2021-11-01,cordoba,no residentes,8,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2021-11-01,cordoba,residentes,683,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2021-11-01,cordoba,total,691,Emergencia sanitaria
2021-11-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
